;genres;app_name;release_date;tags;specs;price;id;developer
20439;['Action', 'Adventure'];Deadfall Adventures;2013-11-15;['Adventure', 'Action', 'FPS', 'Shooter', 'First-Person', 'Multiplayer', 'Singleplayer', 'Puzzle', 'Zombies', 'Co-op', 'Indie', 'Horror', 'Survival', 'Exploration'];['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];19.99;231330;The Farm 51
20458;['Action', 'Indie'];Intake;2013-11-05;['Indie', 'Action', 'Great Soundtrack', 'Score Attack', 'Arcade', 'Music', 'Fast-Paced', 'Difficult'];['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];9.99;237760;Cipher Prime Studios
20463;['Strategy'];Magic 2014 - Deck Pack 1;2013-11-06;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];2.99;215910;Stainless Games
20468;['Indie', 'Strategy'];Sins of a Solar Empire®: Rebellion - Stellar Phenomena®;2013-11-06;['Strategy', 'Indie', 'Space'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor'];4.99;255910;Ironclad Games,Stardock Entertainment
20477;['Indie', 'RPG', 'Strategy'];Avadon 2: The Corruption;2013-10-30;['RPG', 'Indie', 'Strategy', 'Isometric', 'Turn-Based', 'Fantasy', 'Party-Based RPG', 'Singleplayer', 'Story Rich', 'Turn-Based Combat', 'Grid-Based Movement', 'CRPG', 'Adventure'];['Single-player', 'Steam Achievements'];9.99;233310;Spiderweb Software
20482;['Simulation'];Train Simulator: BR/LNER Class J50 Loco Add-On;2013-10-31;['Simulation'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards'];19.99;222612;MeshTools
20490;['Adventure', 'Indie'];Journey of a Roach;2013-11-04;['Adventure', 'Point & Click', 'Indie', 'Puzzle', 'Post-apocalyptic', 'Comedy', 'Short', 'Singleplayer'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];9.99;255300;Koboldgames,Daedalic Entertainment
20492;['Free to Play', 'Simulation'];Pinball Arcade;2013-11-04;['Pinball', 'Simulation', 'Free to Play', 'Arcade', 'Classic', 'Singleplayer', 'Casual', 'Multiplayer', 'Retro'];['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support'];0.0;238260;FarSight Studios
20497;['Racing', 'Sports'];GRID 2 - Spa-Francorchamps Track Pack;2013-10-29;['Racing', 'Sports'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];9.99;255690;Codemasters Racing,Feral Interactive (Mac)
20504;['Adventure'];The 11th Hour;1995-11-30;"['Adventure', 'Point & Click', 'FMV', 'Horror', 'Puzzle', 'First-Person', ""1990's"", 'Exploration', 'Classic', 'Singleplayer']";['Single-player'];5.99;255940;Trilobyte Games
20509;['Action', 'Adventure'];LEGO® Marvel™ Super Heroes;2013-10-22;['LEGO', 'Open World', 'Superhero', 'Adventure', 'Action', 'Local Co-Op', 'Comedy', 'Family Friendly', 'Funny', 'Comic Book', 'Singleplayer', 'Co-op', 'Third Person', 'Local Multiplayer', 'Split Screen', 'Casual', 'Multiplayer', 'Puzzle', 'Sandbox', 'Platformer'];['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];19.99;249130;Traveller's Tales
20514;['Action', 'RPG'];Borderlands 2: Headhunter 1: Bloody Harvest;2013-10-22;['Action', 'RPG', 'Shooter'];['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];2.99;245890;"Gearbox Software,Aspyr (Mac &amp; Linux)"
20520;['Indie', 'Strategy'];Defense Technica;2013-10-24;['Tower Defense', 'Strategy', 'Indie'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards'];14.99;233110;Kuno Interactive
20523;['Indie', 'Strategy'];Solar Flux;2013-10-24;['Indie', 'Strategy', 'Puzzle', 'Space'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];9.99;251910;Firebrand Games
20525;['Action', 'Adventure'];ENSLAVED™: Odyssey to the West™ Premium Edition;2013-10-24;['Adventure', 'Action', 'Post-apocalyptic', 'Singleplayer', 'Story Rich', 'Hack and Slash', 'Action-Adventure', 'Third Person', 'Sci-fi', 'Atmospheric', 'Platformer', 'Robots', 'Great Soundtrack', 'Parkour', 'Female Protagonist', '3D Vision', 'Controller', '3D Platformer', 'Linear', 'Open World'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];19.99;245280;Ninja Theory
20526;['Action', 'Adventure'];NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD;2013-10-24;"['Anime', 'Fighting', 'Action', 'Adventure', 'Ninja', 'Multiplayer', 'Controller', ""Beat 'em up"", 'Singleplayer', 'Open World', 'Fantasy', 'Great Soundtrack', 'Local Multiplayer', 'PvP', 'RPG', 'Third Person', 'Co-op', 'Atmospheric', 'Animation & Modeling', 'Local Co-Op']";['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];19.99;234670;CyberConnect2 Co. Ltd.
20530;['Adventure', 'Indie'];Edna & Harvey: The Breakout;2013-10-25;['Point & Click', 'Adventure', 'Indie', 'Comedy', 'Female Protagonist', 'Funny', 'Singleplayer', 'Dark Humor', 'Psychological'];['Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available'];14.99;255320;Daedalic Entertainment
20534;['Simulation'];The Sims 3 - Into the Future;2013-10-23;['Simulation', 'Futuristic'];['Single-player', 'Downloadable Content'];19.99;249180;The Sims Studio
20551;['RPG', 'Strategy'];KnightShift;2003-12-31;['RPG', 'Strategy', 'Fantasy', 'RTS', 'Multiplayer', 'Singleplayer'];['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud'];6.99;254060;Reality Pump
20559;['Simulation'];Cities in Motion 2: Olden Times;2013-10-03;['Simulation'];['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop'];3.99;225432;Colossal Order Ltd.
20560;['RPG'];Enclave;2003-03-10;['RPG', 'Action', 'Third Person', 'Fantasy', 'Hack and Slash', 'Adventure', 'Singleplayer', 'Classic', 'Multiplayer', 'First-Person', 'Action RPG', 'Female Protagonist', 'Magic', 'Open World', 'Great Soundtrack', 'Nudity', 'Difficult'];['Single-player', 'Steam Trading Cards', 'Steam Cloud'];4.99;253980;Starbreeze
20573;['Strategy'];CoH 2 - German Commander: Osttruppen Doctrine;2013-09-24;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];3.99;249086;Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)
20581;['Simulation'];Rise of Flight: Bloody April;2013-09-05;['Simulation'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats'];14.99;244064;777 Studios
20584;['Free to Play', 'Simulation'];Rise of Flight United;2013-09-05;['Simulation', 'Flight', 'World War I', 'Free to Play', 'Multiplayer', 'Historical', 'Singleplayer', 'Action', 'Realistic', 'Shooter'];['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats'];0.0;244050;777 Studios
20594;['Indie', 'Strategy'];Dominions 3: The Awakening;2013-09-10;['Strategy', 'Indie', 'Turn-Based Strategy', 'Turn-Based', 'Grand Strategy', 'Fantasy', 'God Game', '4X', 'Multiplayer', 'Difficult', 'Moddable', 'Singleplayer'];['Single-player', 'Multi-player', 'Cross-Platform Multiplayer'];19.99;248510;Illwinter Game Design
20596;['Adventure', 'RPG'];Wizardry 8;2001-11-15;['RPG', 'Classic', 'Turn-Based Combat', 'Party-Based RPG', 'Adventure', 'Fantasy', 'First-Person', 'Turn-Based', 'Dungeon Crawler', 'CRPG', 'Singleplayer', 'Exploration', 'Atmospheric', 'Sci-fi'];['Single-player', 'Steam Cloud'];9.99;245450;Sir-Tech Canada
20600;['Action', 'Adventure', 'Indie'];Volgarr the Viking;2013-09-13;['Platformer', 'Difficult', 'Action', 'Indie', '2D', 'Retro', 'Adventure', 'Singleplayer', 'Arcade', 'Side Scroller', 'Pixel Graphics', 'Fantasy'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards'];9.99;247240;Crazy Viking Studios
20607;['Strategy'];Total War™: ROME II - Emperor Edition;2013-09-02;['Strategy', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'Rome', 'Tactical', 'Multiplayer', 'War', 'Turn-Based', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Turn-Based Tactics', 'Online Co-Op', 'Simulation', 'Co-op', 'Moddable', 'Action', 'Atmospheric', 'Education'];['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud'];59.95;214950;Creative Assembly
20616;['Indie'];Hate Plus;2013-08-19;['Visual Novel', 'Indie', 'Anime', 'Sci-fi', 'Story Rich', 'Politics', 'Interactive Fiction', 'Great Soundtrack', 'Singleplayer', 'Female Protagonist', 'Multiple Endings', 'Romance', 'Dating Sim', '2D', 'Mystery'];['Single-player', 'Steam Achievements', 'Steam Cloud'];9.99;239700;Love Conquers All Games
20619;['Action'];The Bureau: XCOM Declassified;2013-08-19;['Action', 'Tactical', 'Sci-fi', 'Third-Person Shooter', 'Singleplayer', 'Third Person', 'Strategy', 'Aliens', 'Shooter', 'RPG', 'Adventure', 'Atmospheric', 'Multiplayer', 'Cold War', 'Story Rich', 'Open World', 'Stealth', 'Noir', 'Co-op'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];19.99;65930;2K Marin
20628;['Strategy'];COH 2 - Faceplate: Chainlink;2013-08-21;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];1.99;231506;Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)
20636;['Adventure', 'Indie'];Papers, Please;2013-08-08;['Indie', 'Political', 'Simulation', 'Point & Click', 'Singleplayer', 'Dystopian', 'Puzzle', 'Pixel Graphics', 'Retro', 'Multiple Endings', 'Atmospheric', 'Adventure', 'Story Rich', 'Strategy', 'Casual', '2D', 'Great Soundtrack', 'Replay Value', 'Difficult', 'Surreal'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];9.99;239030;3909
20637;['Action', 'Adventure', 'Indie'];Guacamelee! Gold Edition;2013-08-08;"['Metroidvania', 'Platformer', 'Action', 'Indie', 'Local Co-Op', ""Beat 'em up"", 'Adventure', '2D', 'Comedy', 'Memes', 'Colorful', 'Funny', 'Fighting', 'Exploration', 'Great Soundtrack', 'Co-op', 'Singleplayer', 'Controller', 'Side Scroller', 'Difficult']";['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards'];14.99;214770;DrinkBox Studios
20641;['Action', 'Adventure', 'Indie', 'RPG'];Hammerwatch;2013-08-12;['Indie', 'Dungeon Crawler', 'RPG', 'Co-op', 'Action', 'Pixel Graphics', 'Local Co-Op', 'Online Co-Op', 'Adventure', 'Retro', 'Hack and Slash', 'Multiplayer', 'Fantasy', '2D', '4 Player Local', 'Top-Down', 'Singleplayer', 'Local Multiplayer', 'Rogue-like', 'Level Editor'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor'];9.99;239070;Crackshell
20660;['Strategy'];Magic 2014 “Firewave” Foil Conversion;2013-06-26;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];0.99;213891;Stainless Games
20667;['Action', 'Casual', 'Indie'];Super Splatters;2013-06-26;['Indie', 'Casual', 'Action', 'Arcade', 'Puzzle', 'Physics'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];9.99;95000;SpikySnail
20673;['Racing', 'Sports'];GRID 2 - Super Modified Pack;2013-06-27;['Racing', 'Sports'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];5.99;221165;Codemasters Racing,Feral Interactive (Mac)
20677;['Action'];Call of Duty®: Black Ops II - Paladin Personalization Pack;2013-06-28;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];1.99;234786;Treyarch
20679;['Action', 'Adventure'];"Resident Evil: Revelations Jessica's G18 + Custom Part: ""BSAA""";2013-06-18;['Action', 'Adventure'];['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled'];0.99;229629;Capcom
20688;['Action', 'Adventure'];Magrunner: Dark Pulse;2013-06-20;['Puzzle', 'Adventure', 'Cyberpunk', 'Action', 'Lovecraftian', 'First-Person', 'Sci-fi', 'Singleplayer', 'Horror', 'FPS'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];9.99;209630;Frogwares
20698;['Strategy'];COH 2 - Soviet Skin: (H) Two Tone Bryansk Front;2013-06-24;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];1.99;231471;Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)
20701;['Strategy'];COH 2 - Soviet Skin: (M) Three Color Leningrad Front;2013-06-24;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];1.99;231468;Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)
20705;['Strategy'];COH 2 - German Skin: (L) Late War Factory Pattern;2013-06-24;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];1.99;231457;Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)
20708;['Strategy'];COH 2 - German Skin: (H) Three Color Ambush Pattern;2013-06-24;['Strategy'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards'];1.99;231453;Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)
20716;['Strategy', 'Casual'];Battleship;2013-06-10;['Strategy', 'Casual', 'Board Game'];['Single-player'];9.99;227900;Sperasoft, Inc.
20721;['Action', 'Indie', 'Strategy'];Cubetractor;2013-05-29;['Indie', 'Strategy', 'Action', 'Puzzle', 'Tower Defense', 'Pixel Graphics'];['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards'];9.99;235720;Ludochip
20729;['Adventure', 'Indie', 'RPG'];99 Spirits;2013-05-31;['RPG', 'Anime', 'Indie', 'Adventure', 'JRPG', 'Female Protagonist', 'Singleplayer', 'Visual Novel', 'Puzzle'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];9.99;258090;TORaIKI
20733;['Indie', 'Simulation', 'Strategy'];Skyward Collapse;2013-05-23;['Strategy', 'Simulation', 'Indie', 'Turn-Based', 'God Game', 'Singleplayer', 'Fantasy'];['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards'];4.99;238890;Arcen Games, LLC
20744;['Racing', 'Sports'];GRID 2 - McLaren Racing Pack;2013-05-27;['Racing', 'Sports'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards'];6.99;221160;Codemasters Racing,Feral Interactive (Mac)
20748;['Casual', 'Indie', 'Strategy'];Super Sanctum TD;2013-05-09;['Tower Defense', 'Strategy', 'Indie', 'Casual', 'Retro', 'Isometric', '2D', 'Singleplayer', 'Difficult', 'Pixel Graphics'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards'];4.99;235250;Coffee Stain Studios
20752;['Casual'];Luxor 2 HD;2013-05-13;['Casual', 'Match 3'];['Single-player'];9.99;234350;MumboJumbo
20766;['Casual', 'Simulation'];Rocksmith - Survivor - Eye of the Tiger;2013-04-30;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222113;Ubisoft - San Francisco
20774;['Casual', 'Indie', 'Racing'];Mini Motor Racing EVO;2013-05-01;['Racing', 'Indie', 'Casual', 'Arcade', 'Top-Down'];['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];4.99;209520;The Binary Mill
20779;['Simulation'];Trainz Simulator DLC: Coronation Scot;2013-05-06;['Simulation'];['Single-player', 'Multi-player', 'Downloadable Content'];19.99;24677;N3V Games
20783;['Action', 'Adventure'];Tomb Raider: Caves and Cliffs Multiplayer Map Pack;2013-04-23;['Action', 'Adventure'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];4.99;208811;Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)
20786;['Adventure', 'Indie'];Kairo;2013-04-24;['Puzzle', 'Exploration', 'Indie', 'Atmospheric', 'First-Person', 'Abstract', 'Surreal', 'Adventure', 'Singleplayer', 'Mystery', 'VR', 'Walking Simulator', 'Horror', 'Minimalist', 'Story Rich'];['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud'];4.99;233230;Locked Door Puzzle
20795;['Action'];Call of Duty®: Black Ops II - Kawaii Personalization Pack;2013-04-12;['Action', 'Tactical'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];1.99;234772;Treyarch
20798;['Action', 'Adventure', 'Indie'];La-Mulana;2013-04-15;['Metroidvania', 'Platformer', 'Difficult', 'Indie', 'Adventure', 'Exploration', 'Puzzle', 'Great Soundtrack', 'Action', '2D', 'Remake', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Puzzle-Platformer', 'Side Scroller', 'Classic', 'RPG', 'Controller', 'Action-Adventure'];['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud'];14.99;230700;NIGORO
20811;['Free to Play', 'Indie', 'RPG', 'Strategy'];The Banner Saga: Factions - Eternal Renown Boost;2013-04-17;['Strategy', 'Indie', 'RPG', 'Free to Play'];['Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content'];9.99;234024;Stoic
20815;['Free to Play', 'Indie', 'RPG', 'Strategy'];The Banner Saga: Factions - Variations Pack;2013-04-17;['RPG', 'Indie', 'Strategy', 'Free to Play'];['Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content'];9.99;234023;Stoic
20820;['Action'];Call of Duty®: Black Ops II - Extra Slots Pack;2013-04-12;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];1.99;234770;Treyarch
20828;['Action'];BioShock Infinite - Season Pass;2013-03-26;['Action', 'Story Rich', 'Atmospheric', 'FPS', 'Singleplayer', 'Shooter', 'First-Person', 'Adventure', 'Female Protagonist', 'Sci-fi', 'Steampunk', 'Great Soundtrack', 'Stealth'];['Single-player', 'Downloadable Content'];19.99;214933;Irrational Games,Aspyr (Mac),Virtual Programming (Linux)
20829;['Action'];Sniper Ghost Warrior 2: Siberian Strike;2013-03-26;['Action'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards'];9.99;232634;City Interactive
20830;['Simulation'];Bridge Project;2013-03-28;['Simulation', 'Building', 'Physics', 'Puzzle', 'Singleplayer'];['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor'];19.99;232950;"Halycon Media GmbH &amp; Co. KG"
20833;['Casual', 'Simulation'];Rocksmith - The Allman Brothers Band - Southbound;2013-04-02;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222108;Ubisoft - San Francisco
20848;['Action', 'Adventure'];Tomb Raider: M590 12ga;2013-03-26;['Action', 'Adventure'];['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support'];0.99;208799;Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)
20857;['Action'];Aliens: Colonial Marines - Bug Hunt DLC;2013-03-19;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support'];29.99;219440;Gearbox Software
20862;['Strategy'];Impire: Black and White Demons;2013-03-19;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud'];0.99;230920;Cyanide Montreal
20897;['Simulation'];Train Simulator: London-Faversham High Speed Route Add-On;2013-02-21;['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Physics', 'Atmospheric', 'Co-op', 'Family Friendly', 'TrackIR'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards'];39.99;222557;Dovetail Games
20909;['Action', 'Indie', 'Strategy'];Awesomenauts - Double-O Yuri Skin;2013-02-07;['Strategy', 'Action', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];1.49;204319;Ronimo Games
20913;['Free to Play', 'Racing', 'Simulation', 'Sports'];RaceRoom Racing Experience;2013-02-12;['Racing', 'Free to Play', 'Multiplayer', 'Simulation', 'Driving', 'Sports', 'Singleplayer', 'Action', 'Realistic', 'First-Person', 'Controller', 'Open World', 'Massively Multiplayer', 'Co-op', 'Adventure', 'Online Co-Op', 'VR', 'FPS', 'Casual', 'Horror'];['Single-player', 'Multi-player', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support'];160.91;211500;Sector3 Studios
20929;['Action'];Street Fighter X Tekken: Gems Assist 5;2013-02-06;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support'];0.99;210097;Capcom U.S.A., Inc.
20941;['Action', 'Adventure'];Sleeping Dogs: Monkey King Pack;2013-01-29;['Action', 'Adventure'];['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support'];1.99;216334;United Front Games
20943;['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation'];Mabinogi - Spiritual Healing Package;2013-01-29;['RPG', 'Massively Multiplayer', 'Casual', 'Action', 'Free to Play', 'Simulation'];['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Downloadable Content'];2.99;212210;NEXON CO., Ltd.
20955;['Action', 'RPG'];Borderlands 2: Mechromancer Madness Pack;2013-01-22;['Action', 'RPG'];['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];0.99;225829;"Gearbox Software,Aspyr (Mac &amp; Linux)"
20962;['Action', 'RPG'];Borderlands 2: Mechromancer Supremacy Pack;2013-01-22;['RPG', 'Action'];['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];0.99;225830;"GearBox Software,Aspyr (Mac &amp; Linux)"
20964;['Action', 'RPG'];Borderlands 2: Commando Madness Pack;2013-01-22;['Action', 'RPG'];['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud'];0.99;225820;"Gearbox Software,Aspyr (Mac &amp; Linux)"
20978;['Casual', 'Simulation'];Rocksmith - Blind Melon - No Rain;2013-01-15;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222075;Ubisoft - San Francisco
20982;['RPG', 'Strategy'];Baldur's Gate: Enhanced Edition;2013-01-16;['RPG', 'Fantasy', 'Classic', 'Isometric', 'Party-Based RPG', 'Real-Time with Pause', 'Strategy', 'Singleplayer', 'CRPG', 'Co-op', 'Story Rich', 'Character Customization', 'Adventure', 'Multiplayer', 'Online Co-Op', 'Remake', 'Magic', 'Female Protagonist', 'Atmospheric', 'Touch-Friendly'];['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available'];19.99;228280;Beamdog
20983;['Action'];Tom Clancy's Ghost Recon Future Soldier® Raven Strike DLC;2013-01-17;['Action'];['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content'];14.99;212672;Ubisoft Paris,Red Storm Entertainment
20987;['Casual', 'Simulation'];Rocksmith - Santana Feat Rob Thomas - Smooth;2013-01-08;['Casual', 'Simulation'];['Single-player', 'Shared/Split Screen', 'Downloadable Content'];2.99;222071;Ubisoft - San Francisco
20991;['Strategy'];Magic: The Gathering - 2013 Deck Pack 3;2013-01-09;['Strategy'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards'];2.99;208832;Stainless Games
21003;['Action', 'Indie', 'Strategy'];Awesomenauts - Cap'n Vinnie & Seadog Spike Skin;2012-12-18;['Strategy', 'Action', 'Indie'];['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards'];2.49;204317;Ronimo Games
21013;['Action', 'Indie'];Ace of Spades: Battle Builder;2012-12-12;['Action', 'Multiplayer', 'Shooter', 'FPS', 'Indie', 'Building', 'Sandbox', 'Zombies', 'First-Person', 'Class-Based', 'Voxel', 'Co-op', 'Competitive', 'Funny', 'Open World', 'Massively Multiplayer', 'Replay Value', 'Casual', 'Adventure', 'Free to Play'];['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor'];14.99;224540;Jagex Limited
