;funny;posted;item_id;recommend;user_id;sentiment_analysis
49339;3 people found this review funny;27/05/2014;105600;True;poisonlicker;2
49342;;13/06/2014;219150;True;76561198056241117;2
49357;;11/01/2015;730;True;76561198056393302;2
49358;;03/07/2014;304650;True;atacca;2
49389;;17/01/2014;200710;True;patrick_mota1;2
49390;;24/07/2014;304930;True;76561198056711561;2
49395;;24/01/2014;200210;False;76561198056735890;0
49396;;02/12/2013;205100;True;76561198056735890;2
49403;;24/09/2014;440;True;76561198056793885;2
49409;;09/01/2012;440;True;76561198056822819;1
49410;4 people found this review funny;;730;True;szpandinhasz;2
49416;;;200210;True;idEmlyn;2
49426;;15/12/2015;224540;False;76561198056863768;2
49427;;11/05/2014;440;True;76561198056893835;2
49444;;19/01/2014;218230;True;76561198056935583;1
49451;;03/11/2014;234390;True;76561198056954500;1
49454;;29/06/2014;72850;True;76561198056954500;1
49462;;18/01/2012;440;True;2080308;2
49466;;14/05/2014;206500;False;76561198057065856;1
49469;;08/11/2014;440;True;mercoledi;2
49487;;19/12/2014;287450;True;76561198057195405;2
49500;;07/12/2013;218230;True;76561198057220250;1
49512;1 person found this review funny;12/09/2014;730;True;76561198057346337;1
49525;;05/02/2014;17410;False;76561198057368846;1
49526;;06/08/2015;322170;True;76561198057368846;2
49527;;24/09/2014;236450;True;richershade;2
49532;;14/07/2013;320;True;danieldewar;2
49535;;24/03/2015;730;True;iTraf;2
49542;;24/09/2015;382490;True;Aleatorias;1
49555;;19/06/2015;313500;True;gla123;2
49556;;19/09/2014;33230;True;dap13man;2
49557;;06/12/2013;730;True;76561198057592648;2
49560;;15/07/2014;218230;True;76561198057612284;1
49572;;29/12/2013;248350;True;PwnArt1st;2
49581;1 person found this review funny;27/12/2013;440;True;Busterfool;2
49586;;;570;True;AnqioniC;1
49591;;14/04/2015;261640;True;76561198057764600;2
49607;;19/11/2014;730;True;76561198057842211;2
49621;;21/04/2014;241540;True;76561198057947451;1
49624;;01/10/2012;220;True;76561198057947451;1
49640;;26/06/2014;730;True;ausabotage;2
49641;;07/01/2014;248820;True;speedyplague;2
49647;;14/12/2014;6060;False;blackring_00;2
49651;;27/11/2013;212800;True;BlizzerdGames;1
49655;;09/02/2015;243470;True;yoshi278;2
49658;1 person found this review funny;;241540;True;yoshi278;0
49661;;09/02/2015;268050;True;yoshi278;0
49679;;23/01/2015;301520;True;76561198058135038;0
49716;;06/12/2015;730;True;Tanklol;1
49723;3 people found this review funny;27/10/2015;730;True;basten004;0
49730;;20/03/2014;261030;True;76561198058446310;2
49734;;08/03/2013;43110;True;76561198058446310;0
49737;;07/11/2015;311210;False;76561198058454220;1
49738;;24/12/2013;221640;False;76561198058456895;1
49740;;31/01/2014;208090;True;76561198058473124;2
49746;;13/06/2015;240;True;juhurik;2
49749;;;346900;True;76561198058504292;1
49755;;09/02/2014;440;True;scruffred;1
49756;;30/12/2013;221100;True;theblackpheonix;1
49764;;09/12/2013;550;True;76561198058606791;1
49765;;03/09/2014;570;True;stargaze77X;2
49768;;;409160;True;76561198058615470;2
49770;1 person found this review funny;30/08/2014;243870;True;76561198058625025;1
49773;;;105600;True;76561198058657792;1
49788;;09/12/2013;219680;False;FIexioN;0
49803;;30/12/2013;400;True;76561198058784699;2
49804;;13/01/2015;316390;True;76561198058795468;2
49817;;27/12/2014;241540;True;HerbalOne984;0
49820;;28/01/2014;211420;True;cptmileseo;1
49822;;13/01/2014;49520;True;_its_;2
49827;;28/12/2015;730;True;nickosmexy;2
49832;;26/01/2014;252490;True;merrycookieradiator;2
49837;3 people found this review funny;22/07/2014;304930;True;Sly_Elf;2
49842;;03/07/2014;107410;True;gocie;2
49844;;11/07/2013;226700;True;gocie;0
49852;;04/01/2014;206210;True;76561198059015861;1
49853;;28/07/2014;274900;True;Arshar;2
49858;;12/08/2014;202970;True;Bloodsmoonify;2
49863;;13/08/2015;440;True;captainploot;2
49865;;11/04/2014;113200;True;captainploot;0
49877;;16/06/2013;440;True;76561198059109180;1
49878;;23/08/2014;730;True;Daaaaracon;2
49879;;17/10/2014;440;True;76561198059132464;2
49881;;12/06/2015;40700;True;prjkt;2
49882;;11/04/2015;286100;True;prjkt;2
49885;;11/06/2013;220;True;prjkt;2
49886;;09/04/2015;304930;True;multishotgaming;2
49887;2 people found this review funny;10/07/2015;200210;False;multishotgaming;0
49889;;15/04/2014;269310;True;justclose;2
49891;;23/06/2014;4000;True;justclose;2
49919;;03/11/2014;313160;True;kasperite;2
49922;;02/04/2014;265930;True;76561198059336031;2
49928;;18/12/2013;261030;True;76561198059406203;2
49929;;21/06/2015;10090;True;76561198059406203;2
49931;;20/02/2015;351570;True;RipperoniOfficial;0
49933;1 person found this review funny;20/02/2015;730;True;RipperoniOfficial;2
49952;3 people found this review funny;28/02/2015;570;True;76561198059540168;1
49966;;23/01/2015;208090;True;76561198059579366;2
49967;;;440;True;76561198059579366;2
49980;;24/09/2015;17080;True;76561198059603669;2
49994;1 person found this review funny;20/10/2015;206420;True;76561198059699103;1
49996;;07/06/2015;440;True;76561198059707073;1
50001;;11/11/2015;730;True;SLWonderChild;1
50005;;02/08/2014;212680;True;76561198059794996;2
50008;;15/06/2014;440;True;76561198059797435;2
50012;;09/02/2014;208090;True;76561198059841909;1
50018;;27/11/2014;4000;True;76561198059870308;1
50028;;23/05/2014;221100;True;MicrosoftWord123;0
50030;;06/01/2014;220780;True;poiuytreqw;2
50031;;29/04/2013;220;True;76561198059918386;1
50034;;12/07/2015;212680;True;mrsmeowkins;2
50071;;30/05/2014;223710;True;76561198060108179;1
50073;;09/09/2013;242550;True;rigggy;1
50076;;05/01/2015;227300;False;TheDamox;0
50077;;15/01/2015;730;True;TheDamox;2
50092;;19/11/2014;259780;True;ronzack;2
50094;;22/02/2013;24010;True;ronzack;1
50108;;13/05/2013;570;True;76561198060347350;2
50116;1 person found this review funny;24/02/2015;304930;True;DylanVN238;1
50130;;27/01/2014;261030;True;freded123;2
50139;;15/09/2014;218620;True;Happy_Cyanide;1
50140;;11/02/2014;49520;True;76561198060513602;2
50146;1 person found this review funny;06/12/2014;440;True;76561198060545297;2
50150;;02/05/2014;4000;True;kissenisse;2
50154;;28/07/2014;570;True;Bigojones;2
50157;;13/06/2015;239030;True;Bigojones;1
50161;;25/08/2014;4000;True;76561198060617599;2
50164;;12/02/2014;109600;True;76561198060663389;2
50165;;10/07/2015;440;True;76561198060667695;2
50172;;15/09/2014;233720;False;fiscure1;0
50173;;30/07/2013;105600;True;fiscure1;2
50174;;28/07/2015;227300;True;Eleusa;1
50182;;;218230;True;76561198060822689;1
50196;;21/05/2013;4920;True;76561198060903464;2
50202;;23/03/2014;105600;True;madcowmixo;2
50205;1 person found this review funny;08/06/2014;221100;True;Gamesnature;1
50209;;23/12/2014;298630;True;ShanShanthePanMan;2
50221;;21/02/2014;220240;True;IYITHEBOY;2
50226;;27/01/2014;12210;True;hawkiie;1
50229;;02/01/2014;247730;True;hawkiie;2
50249;1 person found this review funny;06/04/2013;440;True;lambonando;2
50256;;10/03/2015;354140;True;76561198061160628;2
50261;1 person found this review funny;25/02/2015;1840;True;76561198061217837;1
50263;;03/05/2014;4000;True;76561198061217837;2
50269;;19/02/2015;252490;True;76561198061257407;2
50272;;11/12/2015;345350;True;xiege3;2
50280;1 person found this review funny;23/06/2014;49520;True;76561198061315361;2
50291;1 person found this review funny;04/01/2015;319510;True;riuu;1
50295;;05/09/2014;41740;True;76561198061384419;2
50297;;01/03/2015;268750;True;76561198061384419;2
50303;;08/11/2014;39000;True;firin_meh_iazor;0
50323;;04/12/2014;440;True;44579;2
50325;;30/06/2015;12220;True;Lambda212793;2
50330;;;372000;True;76561198061503548;1
50334;;13/01/2014;107410;True;76561198061504510;1
50335;;14/03/2014;209870;True;76561198061508137;2
50339;;04/03/2015;440;True;76561198061525172;2
50343;;20/02/2014;250600;True;HYGLAWRENCE;1
50347;4 people found this review funny;03/09/2015;331600;False;TheGuyCryingInTheWest;1
50353;1 person found this review funny;;316390;False;jordywt;1
50359;;;200210;True;HolySlay;2
50376;;;218230;True;76561198061657991;2
50382;;19/04/2015;4000;True;exyz3;1
50384;;15/12/2015;440;True;76561198061734561;2
50387;;30/04/2014;204100;True;Frodomate88;1
50388;7 people found this review funny;16/02/2015;4000;False;Frodomate88;1
50393;;01/09/2015;287700;True;sidtheangrygamer;1
50396;;24/11/2015;417860;True;76561198061859859;1
50399;;05/03/2013;227100;True;ChipBae;2
50404;;24/04/2015;730;True;Iwannahoneyboobootorapeme;2
50409;;16/02/2014;440;True;76561198061910506;2
50414;;21/09/2015;357480;True;76561198061976252;1
50425;;27/02/2014;550;True;76561198062015406;2
50428;;04/09/2014;304930;True;AfricanNinjaV2;2
50459;;17/04/2015;49520;True;76561198062303177;2
50460;2 people found this review funny;17/04/2015;297130;True;76561198062303177;0
50465;;03/08/2012;200210;True;yggdrasiltheworldtree;1
50470;1 person found this review funny;30/09/2014;730;True;76561198062325783;0
50475;;09/06/2013;440;True;76561198062372223;2
50481;;10/01/2014;1840;True;76561198062414806;2
50488;;;426000;True;76561198062491327;2
50491;;22/02/2014;238320;True;haydenn69;2
50493;;19/06/2013;440;True;76561198062496453;2
50503;1 person found this review funny;24/10/2014;440;True;ghostexdelta6;1
50505;;22/06/2014;219150;True;robbiem2002;0
50508;;21/12/2015;730;True;76561198062536781;2
50518;;04/04/2014;730;True;76561198062586581;1
50526;2 people found this review funny;01/07/2014;49520;True;SethSentry;2
50529;1 person found this review funny;06/05/2014;8930;True;SethSentry;1
50536;;21/06/2014;730;True;76561198062645049;1
50538;;29/11/2013;570;True;76561198062647126;1
50547;1 person found this review funny;24/09/2014;440;True;bentoz;1
50550;;09/03/2015;220;True;T0MERNAT0R;2
50568;;09/05/2014;440;True;adzadz7;2
50570;;05/04/2014;226700;False;harrysbrown1;0
50574;;14/02/2015;8190;True;peaceza1956;2
50597;;12/12/2013;39000;True;PleaseUnderstand;1
50602;;11/05/2014;245170;True;sirnayth;2
50607;;15/07/2014;304930;True;smokwedzonly;0
50612;;06/04/2014;620;True;leebuns;2
50613;;06/01/2015;261640;True;76561198063116217;1
50615;;02/06/2014;220700;False;mrfoxy17;0
50621;;14/12/2013;550;True;AnUsMiLk;2
50625;;08/04/2015;49520;True;76561198063194586;2
50638;;16/03/2014;12210;False;ItsJerryAndHarry;0
50652;;14/02/2014;220160;True;76561198063289205;2
50664;;14/03/2014;211820;True;alifyandra;1
50668;1 person found this review funny;26/06/2014;242760;True;maxxgame;0
50679;;07/11/2014;250900;True;Kangaexe;2
50688;;11/12/2014;252490;True;76561198063466890;1
50694;;30/06/2014;49520;True;76561198063488070;1
50714;;;230290;True;095843067;2
50721;;31/03/2014;33930;True;ItsWookii;2
50722;;10/01/2015;218620;True;76561198063829577;2
50736;;30/11/2013;1250;True;moffdog;2
50740;;07/12/2013;620;True;master_ezio_iv;2
50741;1 person found this review funny;29/03/2015;345520;True;master_ezio_iv;2
50744;;29/07/2015;389570;False;76561198063899231;1
50746;;17/12/2013;104700;True;tujtfrthdrgr;1
50757;;07/01/2015;222900;True;XuMeneghel;0
50758;;29/12/2013;232810;False;76561198064015098;2
50767;1 person found this review funny;03/07/2015;252490;True;76561198064118853;2
50790;;08/05/2014;221100;True;Sekekai;2
50791;;07/04/2013;105600;True;76561198064205088;1
50794;;02/04/2014;47890;True;jekab;0
50797;;05/09/2014;200210;True;76561198064243876;2
50798;1 person found this review funny;12/08/2015;346900;True;originalkelpie;2
50800;;14/12/2013;259080;True;DerpyFaceTime;2
50805;;25/08/2014;285310;True;SladeWillsonDeathstroke;2
50812;;14/04/2015;107410;True;76561198064341931;2
50821;1 person found this review funny;;730;True;xX_PussyDestroyer420BlazeIt_Xx;2
50828;;15/04/2013;11610;True;viggie12;1
50829;;04/09/2013;4000;True;kievwu;2
50830;;14/08/2013;730;True;kievwu;2
50840;2 people found this review funny;28/02/2015;322330;True;76561198064492131;1
50858;;03/10/2015;730;False;76561198064575920;1
50860;3 people found this review funny;09/12/2014;570;True;profilezinga;1
50866;;30/11/2014;218620;False;profilezinga;1
50867;8 people found this review funny;12/04/2015;213330;False;profilezinga;1
50872;;01/03/2015;295790;False;queeftrumpet;2
50881;;19/01/2015;570;True;evillittleweirdguy;2
50888;;06/12/2013;226700;False;iAmTheRealSven;2
50890;1 person found this review funny;15/11/2014;218620;True;chalee_jorn;2
50902;;17/02/2014;236370;True;Thatcola;2
50903;;17/07/2014;55100;True;Thatcola;2
50909;;;319630;True;connorchee;2
50913;9 people found this review funny;17/03/2015;21995;True;76561198064867044;1
50924;;22/06/2015;265930;True;The_Goosey;1
50925;;13/01/2014;252490;True;StillAliveStark;2
50935;;28/06/2014;72850;True;76561198064935172;0
50939;;10/12/2013;219150;True;KingGaahl;1
50940;;13/11/2013;1250;True;KingGaahl;2
50945;2 people found this review funny;27/02/2015;211420;True;76561198064948275;0
50946;1 person found this review funny;;374320;True;76561198064948275;2
50962;;28/11/2015;362890;False;76561198064985698;0
50966;;06/04/2014;200710;True;76561198064985698;1
50968;;01/06/2015;227940;True;76561198065001162;2
50970;;12/04/2014;218230;True;76561198065002141;2
50972;;27/11/2014;8870;True;76561198065004251;2
50977;;02/07/2014;4000;True;76561198065054037;2
50978;;22/09/2014;550;True;Rdmsco11;2
50983;;02/03/2015;440;True;76561198065087642;1
50988;;20/02/2014;220240;True;dominozpizza-r-us;2
50991;;24/09/2015;72850;True;76561198065120027;1
51010;1 person found this review funny;02/09/2015;730;True;76561198065227691;1
51013;;28/06/2014;204360;True;76561198065259832;1
51016;;29/08/2015;730;True;memmzy;1
51033;;05/12/2015;234140;True;76561198065338189;2
51034;;28/09/2014;570;True;76561198065351104;1
51044;;30/01/2015;239140;True;434546464;2
51050;;24/07/2015;440;True;76561198065389357;2
51052;;;242050;True;76561198065392001;1
51058;;;730;True;76561198065412334;2
51068;1 person found this review funny;11/04/2015;730;True;76561198065426720;1
51073;;20/01/2015;227680;False;76561198065438445;0
51081;;17/04/2015;219150;True;76561198065450751;1
51085;;16/01/2014;228380;True;camblam94;1
51086;;10/03/2015;353360;True;TWILLWOLF;1
51095;;13/06/2014;63380;True;torvexinator;2
51100;;;363970;True;76561198065562048;2
51113;;16/02/2014;222730;True;76561198065674303;2
51130;;;496920;True;735102120;1
51141;;21/07/2014;265930;True;milolego;1
51144;;30/07/2014;204360;True;milolego;2
51189;;17/12/2013;261030;True;76561198065989990;2
51195;;15/04/2014;202970;True;xMedian;2
51197;;01/02/2014;208090;True;xMedian;2
51201;;12/05/2015;239350;True;sunnydazeex;2
51206;;12/05/2015;206190;True;sunnydazeex;2
51214;;20/06/2015;247000;True;76561198066130445;2
51219;;08/01/2014;440;False;76561198066140787;1
51220;1 person found this review funny;08/11/2014;204300;True;tadlicated;2
51224;;;304050;True;tadlicated;2
51229;;23/03/2015;1250;True;76561198066160162;1
51241;1 person found this review funny;18/07/2015;346110;True;NinjaBunnyWabbit;2
51255;;;409440;True;CwamyPoo;2
51259;;20/11/2014;265930;True;CwamyPoo;2
51262;;05/10/2013;17470;True;xdomokunn;2
51283;;07/03/2014;214700;False;DementedSwag;0
51284;;03/04/2014;550;True;DementedSwag;2
51285;;03/04/2014;4000;True;DementedSwag;2
51288;;19/07/2013;219150;True;DementedSwag;2
51293;;04/07/2014;201810;True;Chivz;2
51300;;;222880;True;brotherjovan;0
51305;;21/02/2014;250260;True;76561198066581358;2
51315;;29/09/2014;235460;True;76561198066674501;1
51318;;01/06/2015;374570;True;76561198066674501;2
51319;;21/11/2015;417860;True;lizzy_lou11;1
51327;;30/12/2013;7670;True;rielle20;2
51328;;02/01/2014;232430;True;rielle20;2
51337;6 people found this review funny;24/11/2015;327860;True;76561198066722478;2
51341;;24/06/2014;207140;True;Camzarg;2
51346;;14/03/2014;104900;True;s3ba5t13n;1
51347;;17/03/2015;298520;True;76561198066772381;2
51353;;02/10/2014;233250;False;76561198066778792;2
51360;;28/05/2014;239200;False;76561198066784792;0
51363;;09/05/2014;213670;True;76561198066804829;2
51364;;05/02/2014;730;True;76561198066807290;2
51366;;12/12/2013;105600;True;mrelf;1
51370;;05/06/2014;262410;True;AquaLazor;2
51377;;03/07/2013;233450;True;76561198066872262;2
51379;;05/11/2015;8870;True;76561198066899978;1
51380;;12/11/2014;730;True;76561198066899978;2
51382;;27/01/2015;224760;True;nataaloli;2
51383;;01/04/2014;19680;True;nataaloli;2
51396;;29/03/2015;570;True;76561198066976132;2
51403;;28/02/2015;269390;True;LPTHTF2;2
51413;;;206440;True;dhansvid;0
51415;;30/10/2015;730;True;dhansvid;0
51418;;12/10/2014;730;True;chuunnn;2
51424;;17/08/2014;304930;True;106816544;1
51427;;16/08/2014;205100;True;AnimeHex;2
51429;;15/07/2014;232910;True;storagenez;1
51444;;18/01/2015;273110;True;76561198067127217;1
51447;;12/01/2014;730;True;Teamfortress2016;2
51452;;21/11/2014;301520;False;76561198067194883;0
51462;;04/03/2014;261030;True;76561198067266515;2
51463;;26/01/2014;207610;True;76561198067266515;2
51464;;04/12/2013;200260;True;dynamoburrito;0
51470;;20/04/2014;550;True;ShirukeiPoH;1
51474;;24/08/2014;205100;True;jeshdotcom;1
51478;;;432020;True;4hwei;1
51479;;18/07/2014;264360;False;4hwei;0
51485;;05/02/2014;218230;True;microsoftwordwastaken;1
51493;;28/12/2013;207610;True;mr_monkey09;2
51496;;31/03/2015;9900;False;Mir007;2
51509;;;304930;True;trolowik;1
51510;;;346110;True;76561198067593799;2
51515;;10/12/2014;211820;True;76561198067607507;2
51522;;16/02/2014;250600;True;76561198067633808;2
51536;;16/09/2014;8930;True;76561198067704131;1
51538;;;282070;True;76561198067711740;2
51544;;;104700;True;TerrariaMod;2
51550;;20/07/2014;238320;True;76561198067755161;0
51553;;11/12/2014;221100;True;Lanocra;0
51558;;07/10/2015;238090;True;76561198067771967;2
51569;;21/10/2012;440;True;76561198067794298;2
51572;;10/03/2014;17500;True;76561198067824493;1
51579;;17/02/2014;250180;True;elarto56;1
51580;;17/02/2014;237740;True;elarto56;1
51584;;24/01/2014;730;True;billyjmc;2
51611;;20/09/2015;730;False;76561198068013690;2
51614;;28/11/2014;48700;True;keractagon;2
51621;;20/10/2015;300080;False;76561198068036732;0
51623;1 person found this review funny;20/12/2013;4000;True;Chirox21;2
51628;;;221100;True;76561198068069824;0
51629;;13/02/2015;239140;True;r1gby3;2
51636;;27/08/2014;570;True;xboctisbest;1
51639;;13/04/2014;72850;True;76561198068086260;2
51644;;02/08/2013;8930;True;76561198068086260;2
51646;;13/11/2012;202970;True;76561198068086260;1
51666;;09/12/2013;72850;True;iforgotusername;1
51675;1 person found this review funny;14/11/2015;265630;True;keaty100;0
51676;;12/07/2015;8190;True;keaty100;2
51677;;27/07/2014;224540;True;keaty100;1
51683;;23/08/2015;107100;True;EdgyAllenPoe;2
51684;;29/08/2015;440;True;EdgyAllenPoe;1
51691;;25/06/2014;220;True;76561198068197203;2
51693;;25/06/2014;730;True;76561198068197203;1
51700;;29/08/2014;108800;True;margeobur;2
51711;;18/01/2015;244850;True;76561198068242211;2
51713;;18/01/2015;319510;True;76561198068242211;1
51717;;29/10/2012;440;True;76561198068242211;2
51719;;01/12/2013;570;True;daflyinskwirel;2
51724;;04/07/2015;206500;True;shdetectivetaco;1
51727;;10/09/2012;440;True;76561198068265347;2
51730;;18/02/2014;550;True;oyhoyminoy;2
51741;;27/08/2014;296470;True;SandyTheWeeb;2
51763;;;67370;True;kaio-ken;1
51765;;;412880;True;axarator;2
51780;;17/05/2015;346900;True;76561198068485743;1
51786;;06/07/2014;730;True;76561198068507282;2
51787;;21/12/2013;113200;True;76561198068507282;1
51793;;04/04/2015;287290;True;D-Frag;2
51804;;30/05/2013;24240;True;TechyMofo;2
51805;;22/05/2013;218230;True;TechyMofo;2
51812;;18/07/2013;570;True;BurntToastCasual;1
51828;;14/08/2014;253710;False;76561198068653657;0
51832;;21/02/2015;295110;True;76561198068665116;1
51839;;19/04/2015;730;True;TheMegaman96;2
51843;;31/07/2014;304930;True;76561198068691029;0
51847;;06/06/2014;202970;True;76561198068691029;2
51852;;27/12/2015;8870;True;NeoZenith1;1
51861;1 person found this review funny;16/12/2014;107410;True;bibz121;1
51865;;21/03/2014;570;True;ipoyyy;2
51881;;02/02/2015;730;True;ThomWin;0
51889;;30/12/2014;4000;True;JustGetShrektGaming;2
51891;;09/03/2014;730;True;JustGetShrektGaming;2
51897;;;440;True;76561198069014271;2
51903;;26/08/2015;730;True;fael7;2
51917;;;230410;True;76561198069079582;2
51919;;;440;True;76561198069088118;1
51931;;26/09/2014;10090;True;Count_Douch;2
51942;1 person found this review funny;;383080;True;Katzieon;2
51944;;29/12/2013;107800;True;Katzieon;2
51956;;09/07/2014;203830;True;76561198069187824;2
51968;;15/01/2014;105600;True;76561198069249316;2
51969;;15/08/2015;219640;True;76561198069250086;2
51981;;;440;True;76561198069366851;1
51985;;14/04/2014;247910;False;76561198069399322;2
52000;;21/04/2014;286080;True;funky4tacos;2
52007;;30/01/2014;400;True;Chunkmonky7;2
52014;;13/10/2012;49520;True;ruemz1;1
52017;;18/04/2014;243870;True;realSMFC;2
52018;;21/12/2013;91310;True;cytress;2
52022;;31/12/2013;239350;True;76561198069548029;1
52043;;12/04/2014;252490;True;MitchThePenguin;2
52051;;22/11/2014;304930;True;_Jezzah_;2
52052;;08/11/2014;730;True;DeCaptin;1
52075;;04/12/2014;270550;True;76561198069747054;2
52077;;;413150;True;76561198069754179;2
52081;;27/06/2015;730;True;76561198069827380;1
52086;;;218620;True;KnightSC;1
52107;;09/06/2015;570;True;KRISPY_DREME;2
52109;;28/05/2015;230410;True;76561198069996401;2
52114;;28/01/2013;730;True;76561198070074638;2
52119;;14/07/2013;4000;True;76561198070077764;2
52121;3 people found this review funny;16/12/2013;49520;True;WDZMagikarpTrB;2
52125;;05/02/2014;4000;True;76561198070083977;2
52143;;;244850;False;Fallout_BlackJack;2
52156;;05/02/2015;99900;True;76561198070267001;0
52157;;31/01/2015;105600;True;76561198070267001;2
52167;;21/03/2015;570;True;timetravellingalchemist;2
52171;;12/07/2014;252490;True;kushxmaster420;2
52178;;29/09/2014;305620;True;76561198070413236;2
52180;;09/01/2014;63380;True;JagerIsAmazing;0
52184;;15/02/2014;250600;False;JagerIsAmazing;1
52190;;25/09/2015;51100;True;tafara12;2
52194;;11/06/2015;31280;True;iamill;1
52195;1 person found this review funny;24/09/2012;440;True;iamill;2
52198;;04/12/2013;230050;True;76561198070475435;2
52207;;21/06/2014;440;True;MasterMindz;2
52211;;15/08/2014;304930;True;Galaxy_Raptor;2
52214;;24/03/2014;271290;True;76561198070512195;1
52218;;18/04/2015;218620;True;Ellaxoxo;1
52224;;20/09/2014;304930;True;Ellaxoxo;2
52231;;14/12/2014;238460;True;oceanbleu;1
52236;5 people found this review funny;08/12/2015;38400;True;TenksGo;1
52242;;07/02/2014;49520;True;76561198070612900;2
52243;;;252490;True;Xxx_WindowsVista_xxX;2
52245;1 person found this review funny;;4000;True;Xxx_WindowsVista_xxX;1
52251;1 person found this review funny;14/07/2015;105600;True;76561198070651185;2
52265;;21/04/2015;113400;False;76561198070698244;1
52274;;23/06/2014;253710;False;76561198070736657;2
52280;;08/12/2013;261980;True;sirswaggins;2
52287;;05/08/2014;213670;True;WANKING_PEACH;1
52300;;26/12/2013;550;True;76561198070809176;1
52318;;26/01/2014;209870;True;ktsuy;1
52338;3 people found this review funny;05/11/2015;231060;False;LukasYip;1
52340;;01/06/2015;304930;True;LukasYip;2
52343;;24/04/2015;324570;True;76561198070997482;2
52353;;30/08/2014;223710;True;FoXyY_;1
52373;;06/12/2015;346900;True;76561198071110439;2
52384;;09/01/2014;440;True;76561198071154641;1
52387;;24/05/2014;234670;True;yungwaste;2
52396;;13/07/2015;345520;True;TheBabadookDook;1
52398;;22/05/2015;24200;True;TheBabadookDook;1
52400;;16/04/2014;206500;True;drake7758;2
52405;;25/02/2014;233130;True;thehoboking;2
52406;;23/05/2015;730;True;A1ntEzyBeinSqky;2
52417;;18/10/2015;730;True;76561198071259016;2
52418;;18/12/2014;303390;True;Crunchlaw;2
52430;;03/11/2015;440;True;420fedora;1
52437;;12/02/2014;105600;True;76561198071318209;2
52443;;;1250;True;whyareyoubotheringwiththis;1
52446;10 people found this review funny;09/01/2015;281370;True;76561198071354146;2
52448;1 person found this review funny;01/07/2015;730;True;76561198071379867;1
52461;;12/01/2015;105450;True;silver4ismypeak;2
52474;;28/11/2013;730;True;sem12347;2
52480;24 people found this review funny;22/09/2015;355180;True;mathzar;2
52481;;02/08/2014;304930;True;mathzar;2
52482;;06/06/2014;63380;True;mathzar;2
52485;;21/06/2014;4000;True;puntduck;1
52487;;19/07/2014;730;True;mrtenacity99;1
52490;;08/07/2014;263440;True;kittydismount;2
52492;;21/06/2014;220240;True;76561198071593272;2
52500;;19/12/2013;440;True;KyneticOfficial;2
52508;;13/01/2014;49520;True;Karontik;2
52523;;21/07/2015;304050;True;elnicoWTF;2
52525;;16/12/2013;252490;True;ZooMMZ;2
52531;;30/11/2012;440;True;Ticfire;2
52537;1 person found this review funny;23/02/2014;250600;True;76561198071755703;1
52544;;16/07/2014;243870;True;codyhallwildlife;2
52567;1 person found this review funny;29/04/2015;730;True;jokasavage;0
52575;;09/01/2015;49520;True;HPiN;2
52578;;05/06/2015;730;True;HPiN;0
52592;;10/07/2014;43160;True;ips3;1
52596;40 people found this review funny;;10680;True;76561198071901614;1
52607;1 person found this review funny;28/12/2014;298110;True;d4n0d0r3;2
52609;1 person found this review funny;;49520;True;edmartin;2
52612;4 people found this review funny;;207140;True;Meepperoni;2
52617;;06/01/2014;105600;True;76561198071949176;1
52619;;03/01/2014;211820;True;76561198071972124;2
52620;;25/02/2014;440;True;TheThriller;2
52625;;28/09/2015;9420;True;76561198072033098;2
52629;;23/11/2015;417860;True;smaltninja;0
52630;;14/06/2014;242760;True;76561198072053388;1
52633;;26/06/2014;24980;True;Skordeman;0
52641;;14/01/2014;221100;True;76561198072088500;2
52649;;01/08/2014;440;True;Apex_Plays;0
52650;;12/12/2013;730;True;76561198072126118;2
52659;;13/07/2014;203160;True;alexsandroo;1
52660;1 person found this review funny;17/10/2015;236390;True;alexsandroo;2
52664;;23/05/2014;200260;True;76561198072171484;2
52667;;05/07/2015;730;True;76561198072186503;0
52668;;20/12/2013;253030;True;76561198072190060;1
52672;1 person found this review funny;09/05/2015;250900;True;ararememe;2
52718;;21/10/2015;330830;True;thadvious;1
52734;;11/05/2015;8870;True;cyan101;2
52735;;11/05/2015;292120;True;cyan101;2
52742;;16/04/2014;107100;True;cyan101;2
52762;1 person found this review funny;15/09/2015;225260;False;blindfrog42;1
52767;;24/04/2014;204240;True;blindfrog42;2
52792;;05/01/2014;440;True;76561198072617841;1
52810;;22/12/2013;440;True;OfficalUberZ;2
52812;2 people found this review funny;30/11/2014;730;True;HybridWolfKyle;1
52818;;22/09/2014;209160;True;76561198072728913;2
52821;;22/04/2015;232090;True;76561198072730323;1
52839;;12/05/2014;12110;True;hjohnstone;1
52840;;01/09/2015;730;True;SimplyKappa;0
52844;;28/09/2015;730;True;SabreHound;1
52848;;26/04/2014;49520;True;76561198072810945;2
52864;;31/10/2015;230410;True;booldknight;2
52867;;25/11/2013;212680;True;onelovemarley;2
52871;;22/02/2015;302270;True;maddmann1991;2
52880;;25/07/2014;211820;True;76561198072949124;2
52886;;21/08/2014;218620;True;FromZero2Hero;2
52893;;16/07/2014;265930;True;yungwind;2
52895;;19/12/2013;440;True;76561198072985865;2
52899;;11/07/2013;8870;True;porterbeans;1
52902;;04/09/2014;20;True;76561198073041055;1
52909;;26/11/2012;4000;True;Cokemania;2
52917;;04/07/2014;230410;True;pumbarrento;1
